compound_id,standardized_inchikey,normalized_label,murcko_scaffold,group_key,fold_id
CMP:RWZYAGGXGHYGMB-UHFFFAOYSA-N,RWZYAGGXGHYGMB-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:RXERRVKLABZRCU-UHFFFAOYSA-N,RXERRVKLABZRCU-UHFFFAOYSA-N,0,c1ccc(N=Nc2ccc(N=Nc3ccc4ccccc4c3)c3ccccc23)cc1,CMP:RXERRVKLABZRCU-UHFFFAOYSA-N,4
CMP:RXPKOTQRDGEKFY-UHFFFAOYSA-N,RXPKOTQRDGEKFY-UHFFFAOYSA-N,1,,CMP:RXPKOTQRDGEKFY-UHFFFAOYSA-N,0
CMP:RXXXJEQCRPLSOQ-UHFFFAOYSA-N,RXXXJEQCRPLSOQ-UHFFFAOYSA-N,1,,CMP:RXXXJEQCRPLSOQ-UHFFFAOYSA-N,2
CMP:RYBISXUKVTYYNN-UHFFFAOYSA-N,RYBISXUKVTYYNN-UHFFFAOYSA-N,1,c1cnc(-c2ccco2)nc1,CMP:RYBISXUKVTYYNN-UHFFFAOYSA-N,4
CMP:RYHBNJHYFVUHQT-UHFFFAOYSA-N,RYHBNJHYFVUHQT-UHFFFAOYSA-N,1,C1COCCO1,CMP:RYHBNJHYFVUHQT-UHFFFAOYSA-N,2
CMP:RYYVLZVUVIJVGH-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,0,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,CMP:RYYVLZVUVIJVGH-UHFFFAOYSA-N,4
CMP:RZCKTPORLKUFGY-UHFFFAOYSA-N,RZCKTPORLKUFGY-UHFFFAOYSA-N,1,c1ccc(Nc2ccncn2)cc1,CMP:RZCKTPORLKUFGY-UHFFFAOYSA-N,1
CMP:RZEKVGVHFLEQIL-UHFFFAOYSA-N,RZEKVGVHFLEQIL-UHFFFAOYSA-N,0,c1ccc(-c2ccnn2-c2ccccc2)cc1,CMP:RZEKVGVHFLEQIL-UHFFFAOYSA-N,1
CMP:RZILCCPWPBTYDO-UHFFFAOYSA-N,RZILCCPWPBTYDO-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:RZVHIXYEVGDQDX-UHFFFAOYSA-N,RZVHIXYEVGDQDX-UHFFFAOYSA-N,0,O=C1c2ccccc2C(=O)c2ccccc21,CMP:BTLXPCBPYBNQNR-UHFFFAOYSA-N,4
CMP:RZXLPPRPEOUENN-UHFFFAOYSA-N,RZXLPPRPEOUENN-UHFFFAOYSA-N,0,O=S(=O)(Oc1ccccc1)c1ccccc1,CMP:OZFAFGSSMRRTDW-UHFFFAOYSA-N,2
CMP:SBNKFTQSBPKMBZ-UHFFFAOYSA-N,SBNKFTQSBPKMBZ-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:SBPBAQFWLVIOKP-UHFFFAOYSA-N,SBPBAQFWLVIOKP-UHFFFAOYSA-N,0,c1ccncc1,CMP:CNXCLASNZDZCBC-UHFFFAOYSA-N,2
CMP:SCVJRXQHFJXZFZ-KVQBGUIXSA-N,SCVJRXQHFJXZFZ-KVQBGUIXSA-N,1,S=c1nc[nH]c2c1ncn2C1CCCO1,CMP:SCVJRXQHFJXZFZ-KVQBGUIXSA-N,3
CMP:SCYULBFZEHDVBN-UHFFFAOYSA-N,SCYULBFZEHDVBN-UHFFFAOYSA-N,0,,CMP:SCYULBFZEHDVBN-UHFFFAOYSA-N,2
CMP:SEBIKDIMAPSUBY-OVWCXOJYSA-N,SEBIKDIMAPSUBY-OVWCXOJYSA-N,0,O=C(C=CC=CC=CC=CC=CC=CC=CC(=O)OC1CCCC(COC2CCCCO2)O1)OC1CCCC(COC2CCCCO2)O1,CMP:SEBIKDIMAPSUBY-OVWCXOJYSA-N,3
CMP:SEOVTRFCIGRIMH-UHFFFAOYSA-N,SEOVTRFCIGRIMH-UHFFFAOYSA-N,0,c1ccc2[nH]ccc2c1,CMP:QIVBCDIJIAJPQS-UHFFFAOYSA-N,2
CMP:SEQDDYPDSLOBDC-UHFFFAOYSA-N,SEQDDYPDSLOBDC-UHFFFAOYSA-N,0,O=C1CN=C(c2ccccc2)c2ccccc2N1,CMP:AAOVKJBEBIDNHE-UHFFFAOYSA-N,3
CMP:SERLAGPUMNYUCK-BLEZHGCXSA-N,SERLAGPUMNYUCK-BLEZHGCXSA-N,0,C1CCOCC1,CMP:SERLAGPUMNYUCK-BLEZHGCXSA-N,4
CMP:SGDBTWWWUNNDEQ-LBPRGKRZSA-N,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:SGEJQUSYQTVSIU-UHFFFAOYSA-N,SGEJQUSYQTVSIU-UHFFFAOYSA-N,0,,CMP:SGEJQUSYQTVSIU-UHFFFAOYSA-N,1
CMP:SGQVWNYSHWQNOS-UHFFFAOYSA-N,SGQVWNYSHWQNOS-UHFFFAOYSA-N,1,c1ccc2c(c1)oc1ccccc12,CMP:FFYZMBQLAYDJIG-UHFFFAOYSA-N,4
CMP:SHGAZHPCJJPHSC-YCNIQYBTSA-N,SHGAZHPCJJPHSC-YCNIQYBTSA-N,0,C1=CCCCC1,CMP:BBDKZWKEPDTENS-UHFFFAOYSA-N,3
CMP:SIGHAVOYMKYMPO-RMHMMWFCSA-N,SIGHAVOYMKYMPO-RMHMMWFCSA-N,1,O=S(=O)(Oc1ccc(N=Nc2ccc(-c3ccc(N=Nc4cccc5ccccc45)cc3)cc2)cc1)c1ccccc1,CMP:SIGHAVOYMKYMPO-RMHMMWFCSA-N,0
CMP:SIKJAQJRHWYJAI-UHFFFAOYSA-N,SIKJAQJRHWYJAI-UHFFFAOYSA-N,0,c1ccc2[nH]ccc2c1,CMP:QIVBCDIJIAJPQS-UHFFFAOYSA-N,2
CMP:SJLBIPLIGYWGJV-UHFFFAOYSA-N,SJLBIPLIGYWGJV-UHFFFAOYSA-N,1,,CMP:SJLBIPLIGYWGJV-UHFFFAOYSA-N,2
CMP:SKNCUWLBDFPISU-UHFFFAOYSA-N,SKNCUWLBDFPISU-UHFFFAOYSA-N,1,c1ccc2c(c1)Cc1ccccc1-2,CMP:CZIHNRWJTSTCEX-UHFFFAOYSA-N,2
CMP:SLINHMUFWFWBMU-UHFFFAOYSA-N,SLINHMUFWFWBMU-UHFFFAOYSA-N,0,,CMP:SLINHMUFWFWBMU-UHFFFAOYSA-N,2
CMP:SMEROWZSTRWXGI-HVATVPOCSA-N,SMEROWZSTRWXGI-HVATVPOCSA-N,0,C1CCC2C(C1)CCC1C3CCCC3CCC21,CMP:RUDATBOHQWOJDD-BSWAIDMHSA-N,1
CMP:SMHPLBXIVNQFBA-UHFFFAOYSA-N,SMHPLBXIVNQFBA-UHFFFAOYSA-N,0,c1ccc2ncccc2c1,CMP:JRLTTZUODKEYDH-UHFFFAOYSA-N,1
CMP:SMPZPKRDRQOOHT-UHFFFAOYSA-N,SMPZPKRDRQOOHT-UHFFFAOYSA-N,1,O=c1c2ccccc2[nH]c2c3c(ccc12)OCC=C3,CMP:SMPZPKRDRQOOHT-UHFFFAOYSA-N,4
CMP:SMYMJHWAQXWPDB-UHFFFAOYSA-N,SMYMJHWAQXWPDB-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:SNICXCGAKADSCV-JTQLQIEISA-N,SNICXCGAKADSCV-JTQLQIEISA-N,0,c1cncc(C2CCCN2)c1,CMP:SNICXCGAKADSCV-JTQLQIEISA-N,1
CMP:SNIOPGDIGTZGOP-UHFFFAOYSA-N,SNIOPGDIGTZGOP-UHFFFAOYSA-N,1,,CMP:SNIOPGDIGTZGOP-UHFFFAOYSA-N,1
CMP:SNKTZBNDUVWOAZ-UHFFFAOYSA-N,SNKTZBNDUVWOAZ-UHFFFAOYSA-N,1,C1CNC1,CMP:SNKTZBNDUVWOAZ-UHFFFAOYSA-N,3
CMP:SOFRHZUTPGJWAM-UHFFFAOYSA-N,SOFRHZUTPGJWAM-UHFFFAOYSA-N,0,O=C(Nc1ccccc1)c1cc(N=Nc2ccccc2)c2ccccc2c1,CMP:SOFRHZUTPGJWAM-UHFFFAOYSA-N,3
CMP:SPANOECCGNXGNR-UHFFFAOYSA-N,SPANOECCGNXGNR-UHFFFAOYSA-N,1,,CMP:SPANOECCGNXGNR-UHFFFAOYSA-N,0
CMP:SPVAQUCGELAFGL-UHFFFAOYSA-N,SPVAQUCGELAFGL-UHFFFAOYSA-N,0,c1ccc(N=Nc2ccccc2)cc1,CMP:JCYPECIVGRXBMO-FOCLMDBBSA-N,3
CMP:SRPCPRSDICCCRQ-UHFFFAOYSA-N,SRPCPRSDICCCRQ-UHFFFAOYSA-N,0,c1ccc2cc(N=Nc3cccc4ccccc34)ccc2c1,CMP:SRPCPRSDICCCRQ-UHFFFAOYSA-N,2
CMP:SRSPQXBFDCGXIZ-JTQLQIEISA-N,SRSPQXBFDCGXIZ-JTQLQIEISA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:SRSYSQPJIQFKKN-UHFFFAOYSA-N,SRSYSQPJIQFKKN-UHFFFAOYSA-N,1,,CMP:SRSYSQPJIQFKKN-UHFFFAOYSA-N,2
CMP:SSPVLHFEMWOTGD-LURJTMIESA-N,SSPVLHFEMWOTGD-LURJTMIESA-N,1,C1CCNCC1,CMP:DSGKTUVITPQPRT-UHFFFAOYSA-N,3
CMP:SSPVLHFEMWOTGD-ZCFIWIBFSA-N,SSPVLHFEMWOTGD-ZCFIWIBFSA-N,1,C1CCNCC1,CMP:DSGKTUVITPQPRT-UHFFFAOYSA-N,3
CMP:SSZWWUDQMAHNAQ-UHFFFAOYSA-N,SSZWWUDQMAHNAQ-UHFFFAOYSA-N,0,,CMP:SSZWWUDQMAHNAQ-UHFFFAOYSA-N,4
CMP:SUBDBMMJDZJVOS-UHFFFAOYSA-N,SUBDBMMJDZJVOS-UHFFFAOYSA-N,1,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,CMP:SUBDBMMJDZJVOS-UHFFFAOYSA-N,4
CMP:SUDMLGKFWIJSEI-UHFFFAOYSA-N,SUDMLGKFWIJSEI-UHFFFAOYSA-N,1,c1coc(-c2ncncn2)c1,CMP:OSFMMSIDSIQFIT-UHFFFAOYSA-N,4
CMP:SUGZATOHBPXTDV-UHFFFAOYSA-N,SUGZATOHBPXTDV-UHFFFAOYSA-N,1,,CMP:SUGZATOHBPXTDV-UHFFFAOYSA-N,1
CMP:SUJOMVHQTCCFTH-UHFFFAOYSA-N,SUJOMVHQTCCFTH-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:SVCNNZDUGWLODJ-RAYFHMIRSA-N,SVCNNZDUGWLODJ-RAYFHMIRSA-N,1,C=C1CC(=C)C(=O)OC2CCN3CC=C(COC(=O)C1)C23,CMP:SVCNNZDUGWLODJ-RAYFHMIRSA-N,3
CMP:SVLDILRDQOVJED-UHFFFAOYSA-N,SVLDILRDQOVJED-UHFFFAOYSA-N,1,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:SVPKNMBRVBMTLB-UHFFFAOYSA-N,SVPKNMBRVBMTLB-UHFFFAOYSA-N,0,O=C1C=CC(=O)c2ccccc21,CMP:SVPKNMBRVBMTLB-UHFFFAOYSA-N,1
CMP:SWXSJBPKOPJPJL-UHFFFAOYSA-N,SWXSJBPKOPJPJL-UHFFFAOYSA-N,1,,CMP:SWXSJBPKOPJPJL-UHFFFAOYSA-N,0
CMP:SXHWIUYWGJFLKB-UHFFFAOYSA-N,SXHWIUYWGJFLKB-UHFFFAOYSA-N,1,c1ccc(Cc2ccccc2)cc1,CMP:ACGUYXCXAPNIKK-UHFFFAOYSA-N,4
CMP:SXRSQZLOMIGNAQ-UHFFFAOYSA-N,SXRSQZLOMIGNAQ-UHFFFAOYSA-N,0,,CMP:SXRSQZLOMIGNAQ-UHFFFAOYSA-N,2
CMP:SXSWSYRFTJDJTA-UHFFFAOYSA-N,SXSWSYRFTJDJTA-UHFFFAOYSA-N,0,O=c1c(N=Nc2ccccc2)c[nH]n1-c1ccccc1,CMP:SXSWSYRFTJDJTA-UHFFFAOYSA-N,3
CMP:SXZZHGJWUBJKHH-UHFFFAOYSA-N,SXZZHGJWUBJKHH-UHFFFAOYSA-N,1,c1coc(-c2nncs2)c1,CMP:KGVQFUIYBAPYSK-UHFFFAOYSA-N,2
CMP:SYELZBGXAIXKHU-UHFFFAOYSA-N,SYELZBGXAIXKHU-UHFFFAOYSA-N,0,,CMP:SYELZBGXAIXKHU-UHFFFAOYSA-N,4
CMP:SZOHWYCBDJPVGO-WAYWQWQTSA-N,SZOHWYCBDJPVGO-WAYWQWQTSA-N,1,,CMP:SZOHWYCBDJPVGO-WAYWQWQTSA-N,2
CMP:TVWOWDDBXAFQDG-UHFFFAOYSA-N,TVWOWDDBXAFQDG-UHFFFAOYSA-N,0,c1ccc2cc(N=Nc3cccc4ccccc34)ccc2c1,CMP:SRPCPRSDICCCRQ-UHFFFAOYSA-N,2
CMP:TWBYWOBDOCUKOW-UHFFFAOYSA-N,TWBYWOBDOCUKOW-UHFFFAOYSA-N,0,c1ccncc1,CMP:CNXCLASNZDZCBC-UHFFFAOYSA-N,2
CMP:TWLBRQVYXPMCFK-UHFFFAOYSA-N,TWLBRQVYXPMCFK-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:TYMLOMAKGOJONV-UHFFFAOYSA-N,TYMLOMAKGOJONV-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:TZBWQIWBMMBFBF-UHFFFAOYSA-N,TZBWQIWBMMBFBF-UHFFFAOYSA-N,1,,CMP:TZBWQIWBMMBFBF-UHFFFAOYSA-N,4
CMP:TZRXHJWUDPFEEY-UHFFFAOYSA-N,TZRXHJWUDPFEEY-UHFFFAOYSA-N,0,,CMP:TZRXHJWUDPFEEY-UHFFFAOYSA-N,1
CMP:UAARVZGODBESIF-UHFFFAOYSA-N,UAARVZGODBESIF-UHFFFAOYSA-N,1,,CMP:UAARVZGODBESIF-UHFFFAOYSA-N,1
CMP:UATJOMSPNYCXIX-UHFFFAOYSA-N,UATJOMSPNYCXIX-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:UBMCASIEYGYFCF-UHFFFAOYSA-N,UBMCASIEYGYFCF-UHFFFAOYSA-N,0,O=C(C=NNc1ccccc1)Nc1ccc(-c2ccc(NC(=O)C=NNc3ccccc3)cc2)cc1,CMP:UBMCASIEYGYFCF-UHFFFAOYSA-N,2
CMP:UBXSITBCVLNRNX-UHFFFAOYSA-N,UBXSITBCVLNRNX-UHFFFAOYSA-N,1,O=C1NC(c2cccs2)Nc2ccccc21,CMP:UBXSITBCVLNRNX-UHFFFAOYSA-N,3
CMP:UCTPNCITVKAWEJ-UHFFFAOYSA-N,UCTPNCITVKAWEJ-UHFFFAOYSA-N,1,c1coc(-c2cscn2)c1,CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,3
CMP:UEALKTCRMBVTFN-UHFFFAOYSA-N,UEALKTCRMBVTFN-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:UEDUENGHJMELGK-HYDKPPNVSA-N,UEDUENGHJMELGK-HYDKPPNVSA-N,0,C=C1CC23CCC4C(C(=O)OC5CCCCO5)CCCC4C2CCC1(OC1OCCCC1OC1CCCCO1)C3,CMP:UEDUENGHJMELGK-HYDKPPNVSA-N,3
CMP:UEEJHVSXFDXPFK-UHFFFAOYSA-N,UEEJHVSXFDXPFK-UHFFFAOYSA-N,0,,CMP:UEEJHVSXFDXPFK-UHFFFAOYSA-N,4
CMP:UEKQGZQLUMSLNW-UHFFFAOYSA-N,UEKQGZQLUMSLNW-UHFFFAOYSA-N,0,c1c2c(cc3c1OCO3)CCCC2,CMP:UEKQGZQLUMSLNW-UHFFFAOYSA-N,1
CMP:UFBJCMHMOXMLKC-UHFFFAOYSA-N,UFBJCMHMOXMLKC-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:UHOVQNZJYSORNB-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:UJOBWOGCFQCDNV-UHFFFAOYSA-N,UJOBWOGCFQCDNV-UHFFFAOYSA-N,1,c1ccc2c(c1)[nH]c1ccccc12,CMP:UJOBWOGCFQCDNV-UHFFFAOYSA-N,0
CMP:ULXKXLZEOGLCRJ-BYPYZUCNSA-N,ULXKXLZEOGLCRJ-BYPYZUCNSA-N,0,,CMP:ULXKXLZEOGLCRJ-BYPYZUCNSA-N,2
CMP:UMFJAHHVKNCGLG-UHFFFAOYSA-N,UMFJAHHVKNCGLG-UHFFFAOYSA-N,1,,CMP:UMFJAHHVKNCGLG-UHFFFAOYSA-N,2
CMP:UNHSJQXRZCIATF-UHFFFAOYSA-N,UNHSJQXRZCIATF-UHFFFAOYSA-N,0,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:UNISKOOZAQCSPC-KWVAZRHASA-N,UNISKOOZAQCSPC-KWVAZRHASA-N,1,O=C1C=CC2C(=CCC3C2CCC2C3CC3OCOC32)C1,CMP:AIPSXDXZFKITIG-JNQJZLCISA-N,1
CMP:UOCLXMDMGBRAIB-UHFFFAOYSA-N,UOCLXMDMGBRAIB-UHFFFAOYSA-N,0,,CMP:UOCLXMDMGBRAIB-UHFFFAOYSA-N,3
CMP:UOORRWUZONOOLO-UHFFFAOYSA-N,UOORRWUZONOOLO-UHFFFAOYSA-N,0,,CMP:UOORRWUZONOOLO-UHFFFAOYSA-N,4
CMP:UQMRAFJOBWOFNS-UHFFFAOYSA-N,UQMRAFJOBWOFNS-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:USZDDJLVNDSPSY-UHFFFAOYSA-N,USZDDJLVNDSPSY-UHFFFAOYSA-N,1,,CMP:USZDDJLVNDSPSY-UHFFFAOYSA-N,4
CMP:UTGQNNCQYDRXCH-UHFFFAOYSA-N,UTGQNNCQYDRXCH-UHFFFAOYSA-N,0,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,CMP:UTGQNNCQYDRXCH-UHFFFAOYSA-N,1
CMP:UTMWFJSRHLYRPY-UHFFFAOYSA-N,UTMWFJSRHLYRPY-UHFFFAOYSA-N,0,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:UTSVPXMQSFGQTM-DCXZOGHSSA-N,UTSVPXMQSFGQTM-DCXZOGHSSA-N,1,O=c1c2ccccc2oc2c3c(ccc12)OC1OC=CC31,CMP:RSPJLZQIZABVSE-UHFFFAOYSA-N,2
CMP:UWPBQLKEHGGKKD-GZTJUZNOSA-N,UWPBQLKEHGGKKD-GZTJUZNOSA-N,0,C=C(c1ccccc1)c1cccnc1,CMP:UWPBQLKEHGGKKD-GZTJUZNOSA-N,2
CMP:UWSDONTXWQOZFN-UHFFFAOYSA-N,UWSDONTXWQOZFN-UHFFFAOYSA-N,1,C1CCNCC1,CMP:DSGKTUVITPQPRT-UHFFFAOYSA-N,3
CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,UZMVSVHUTOAPTD-UHFFFAOYSA-N,1,C1CCCNCC1,CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,1
CMP:VBKKVDGJXVOLNE-UHFFFAOYSA-N,VBKKVDGJXVOLNE-UHFFFAOYSA-N,0,C1COCCO1,CMP:RYHBNJHYFVUHQT-UHFFFAOYSA-N,2
CMP:VCBRBUKGTWLJOB-UHFFFAOYSA-N,VCBRBUKGTWLJOB-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:VDDRCCQKLVNYHQ-UHFFFAOYSA-N,VDDRCCQKLVNYHQ-UHFFFAOYSA-N,1,O=C1NCCN1N=Cc1ccco1,CMP:BJUPUKIYTMVLCW-ONNFQVAWSA-N,3
CMP:VEQOALNAAJBPNY-UHFFFAOYSA-N,VEQOALNAAJBPNY-UHFFFAOYSA-N,1,O=c1cc[nH]n1-c1ccccc1,CMP:KZQYIMCESJLPQH-UHFFFAOYSA-N,2
CMP:VETPHHXZEJAYOB-UHFFFAOYSA-N,VETPHHXZEJAYOB-UHFFFAOYSA-N,0,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,CMP:VETPHHXZEJAYOB-UHFFFAOYSA-N,3
CMP:VEZXCJBBBCKRPI-UHFFFAOYSA-N,VEZXCJBBBCKRPI-UHFFFAOYSA-N,1,O=C1CCO1,CMP:GSCLMSFRWBPUSK-UHFFFAOYSA-N,2
CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,VFKZTMPDYBFSTM-GUCUJZIJSA-N,1,,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,3
CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,VFKZTMPDYBFSTM-KVTDHHQDSA-N,1,,CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,3
CMP:VFLDPWHFBUODDF-UHFFFAOYSA-N,VFLDPWHFBUODDF-UHFFFAOYSA-N,0,O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,CMP:VFLDPWHFBUODDF-UHFFFAOYSA-N,4
CMP:VFQXVTODMYMSMJ-UHFFFAOYSA-N,VFQXVTODMYMSMJ-UHFFFAOYSA-N,0,c1ccncc1,CMP:CNXCLASNZDZCBC-UHFFFAOYSA-N,2
CMP:VFWCMGCRMGJXDK-UHFFFAOYSA-N,VFWCMGCRMGJXDK-UHFFFAOYSA-N,0,,CMP:VFWCMGCRMGJXDK-UHFFFAOYSA-N,1
CMP:VGNMVQBFGJATJZ-UHFFFAOYSA-N,VGNMVQBFGJATJZ-UHFFFAOYSA-N,0,C1=Nc2ccccc2C(c2ccccc2)=[NH+]C1,CMP:VGNMVQBFGJATJZ-UHFFFAOYSA-N,2
CMP:VGZSUPCWNCWDAN-UHFFFAOYSA-N,VGZSUPCWNCWDAN-UHFFFAOYSA-N,0,O=C(NC1CCCCC1)NS(=O)(=O)c1ccccc1,CMP:VGZSUPCWNCWDAN-UHFFFAOYSA-N,3
CMP:VHNPZOQVSSWOJZ-UHFFFAOYSA-N,VHNPZOQVSSWOJZ-UHFFFAOYSA-N,0,O=C1CCNC(=O)N1,CMP:NTUQAPWIPIIWLT-UHFFFAOYSA-N,4
CMP:VJNWEQGIPZMBMA-UHFFFAOYSA-N,VJNWEQGIPZMBMA-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:VKYKSIONXSXAKP-UHFFFAOYSA-N,VKYKSIONXSXAKP-UHFFFAOYSA-N,0,C1N2CN3CN1CN(C2)C3,CMP:VKYKSIONXSXAKP-UHFFFAOYSA-N,4
CMP:VLCYCQAOQCDTCN-UHFFFAOYSA-N,VLCYCQAOQCDTCN-UHFFFAOYSA-N,0,,CMP:VLCYCQAOQCDTCN-UHFFFAOYSA-N,1
CMP:VLPFTAMPNXLGLX-UHFFFAOYSA-N,VLPFTAMPNXLGLX-UHFFFAOYSA-N,0,,CMP:VLPFTAMPNXLGLX-UHFFFAOYSA-N,2
CMP:VLZVIIYRNMWPSN-UHFFFAOYSA-N,VLZVIIYRNMWPSN-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:VMMDOCYDNRLESP-UHFFFAOYSA-N,VMMDOCYDNRLESP-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:VMUXSMXIQBNMGZ-UHFFFAOYSA-N,VMUXSMXIQBNMGZ-UHFFFAOYSA-N,0,O=C1CCc2ccccc2O1,CMP:VMUXSMXIQBNMGZ-UHFFFAOYSA-N,3
CMP:VNYKETBBOXBLET-UHFFFAOYSA-N,VNYKETBBOXBLET-UHFFFAOYSA-N,1,,CMP:VNYKETBBOXBLET-UHFFFAOYSA-N,3
CMP:VOJLELRQLPENHL-UHFFFAOYSA-N,VOJLELRQLPENHL-UHFFFAOYSA-N,0,O=C1CN=C(c2ccccc2)c2ccccc2N1,CMP:AAOVKJBEBIDNHE-UHFFFAOYSA-N,3
CMP:VONWDASPFIQPDY-UHFFFAOYSA-N,VONWDASPFIQPDY-UHFFFAOYSA-N,0,,CMP:VONWDASPFIQPDY-UHFFFAOYSA-N,4
CMP:VOPWNXZWBYDODV-UHFFFAOYSA-N,VOPWNXZWBYDODV-UHFFFAOYSA-N,0,,CMP:VOPWNXZWBYDODV-UHFFFAOYSA-N,1
CMP:VQAYFKKCNSOZKM-IOSLPCCCSA-N,VQAYFKKCNSOZKM-IOSLPCCCSA-N,0,c1ncc2ncn(C3CCCO3)c2n1,CMP:VQAYFKKCNSOZKM-IOSLPCCCSA-N,2
CMP:VQTUBCCKSQIDNK-UHFFFAOYSA-N,VQTUBCCKSQIDNK-UHFFFAOYSA-N,0,,CMP:VQTUBCCKSQIDNK-UHFFFAOYSA-N,3
CMP:VSVAVMVWTLLTCH-BJMVGYQFSA-N,VSVAVMVWTLLTCH-BJMVGYQFSA-N,1,O=C1NCCN1N=Cc1ccco1,CMP:BJUPUKIYTMVLCW-ONNFQVAWSA-N,3
CMP:VTIICEULKUFPJJ-UHFFFAOYSA-N,VTIICEULKUFPJJ-UHFFFAOYSA-N,1,C1=CCc2c[nH]cc2C1,CMP:VTIICEULKUFPJJ-UHFFFAOYSA-N,0
CMP:VTLNPNNUIJHJQB-UHFFFAOYSA-N,VTLNPNNUIJHJQB-UHFFFAOYSA-N,1,c1cc(CN2CCCCC2)cc(OCCCNc2ncn[nH]2)c1,CMP:VTLNPNNUIJHJQB-UHFFFAOYSA-N,2
CMP:VTOUNUQLXMNNMQ-UHFFFAOYSA-N,VTOUNUQLXMNNMQ-UHFFFAOYSA-N,0,c1ccc(-c2cscn2)cc1,CMP:AKZHPJMVGQRYGX-UHFFFAOYSA-N,4
CMP:VTWQUFUBSCXPOW-UHFFFAOYSA-N,VTWQUFUBSCXPOW-UHFFFAOYSA-N,1,c1coc(-c2nnco2)c1,CMP:VTWQUFUBSCXPOW-UHFFFAOYSA-N,4
CMP:VUNCWTMEJYMOOR-UHFFFAOYSA-N,VUNCWTMEJYMOOR-UHFFFAOYSA-N,0,C1=CCC=C1,CMP:VUNCWTMEJYMOOR-UHFFFAOYSA-N,4
CMP:VVBJNJFYBCLUAH-UHFFFAOYSA-N,VVBJNJFYBCLUAH-UHFFFAOYSA-N,1,c1ccc2c(c1)OCO2,CMP:FIPWRIJSWJWJAI-UHFFFAOYSA-N,2
CMP:VVBLNCFGVYUYGU-UHFFFAOYSA-N,VVBLNCFGVYUYGU-UHFFFAOYSA-N,1,O=C(c1ccccc1)c1ccccc1,CMP:VVBLNCFGVYUYGU-UHFFFAOYSA-N,1
